,Fecha y hora,Porcentaje de integridad aciertos,Porcentaje de integridad archivos,Archivos erróneos
0,2021-03-24 10:30:30.457312,60.0%,40.0%, /Users/moises/Downloads/prueba/message.txt /Users/moises/Downloads/prueba/message copia.txt
